capability_concern_id,capability_name,problem_concern_id,problem_name,confidence_score,mapping_reason
CONCERN_CON_59,Building Entrepreneurial Confidence,CONCERN_CON_59,Entrepreneurial Confidence Weakness,0.97,"display_label is a capability (""Building Entrepreneurial Confidence"") whose concern_category is a deficit-state (""Entrepreneurial Confidence Weakness""); topical overlap 1.00"
CONCERN_CON_592,Build Long-Term Career Vision While Working,CONCERN_CON_592,Long-Term Career Planning Weakness,0.8,"display_label is a capability (""Build Long-Term Career Vision While Working"") whose concern_category is a deficit-state (""Long-Term Career Planning Weakness""); topical overlap 0.33"
CONCERN_CON_608,Adapt Communication For Different Audiences,CONCERN_CON_608,Audience Adaptation Weakness,0.7,"display_label is a capability (""Adapt Communication for Different Audiences"") whose concern_category is a deficit-state (""Audience Adaptation Weakness""); topical overlap 0.00"
CONCERN_CON_618,Balance Technical Depth With Leadership Growth,CONCERN_CON_618,Technical-Leadership Imbalance,0.82,"display_label is a capability (""Balance Technical Depth with Leadership Growth"") whose concern_category is a deficit-state (""Technical-Leadership Imbalance""); topical overlap 0.40"
CONCERN_CON_642,Adapt to Cross-Cultural Work Environments,CONCERN_CON_642,Cross-Cultural Adaptation Weakness,0.82,"display_label is a capability (""Adapt to Cross-Cultural Work Environments"") whose concern_category is a deficit-state (""Cross-Cultural Adaptation Weakness""); topical overlap 0.40"
CONCERN_CON_672,Adapt to Fast-Paced Work Environments,CONCERN_CON_672,Fast-Paced Workplace Anxiety,0.8,"display_label is a capability (""Adapt to Fast-Paced Work Environments"") whose concern_category is a deficit-state (""Fast-Paced Workplace Anxiety""); topical overlap 0.33"
CONCERN_CON_674,Awareness of Corporate Etiquette And Boundaries,CONCERN_CON_674,Workplace Etiquette Awareness Deficit,0.82,"display_label is a capability (""Awareness of Corporate Etiquette and Boundaries"") whose concern_category is a deficit-state (""Workplace Etiquette Awareness Deficit""); topical overlap 0.40"
CONCERN_CON_698,Build Consistent Workplace Learning Habits,CONCERN_CON_698,Workplace Learning Inconsistency,0.82,"display_label is a capability (""Build Consistent Workplace Learning Habits"") whose concern_category is a deficit-state (""Workplace Learning Inconsistency""); topical overlap 0.40"
CONCERN_CON_728,Building Workplace Credibility With Seniors,CONCERN_CON_728,Senior Credibility Anxiety,0.76,"display_label is a capability (""Building Workplace Credibility with Seniors"") whose concern_category is a deficit-state (""Senior Credibility Anxiety""); topical overlap 0.20"
CONCERN_CON_750,Build Workplace Trust Through Reliability,CONCERN_CON_750,Reliability Consistency Weakness,0.775,"display_label is a capability (""Build Workplace Trust Through Reliability"") whose concern_category is a deficit-state (""Reliability Consistency Weakness""); topical overlap 0.25"
CONCERN_CON_776,Build Strategic Networks Internally,CONCERN_CON_776,Strategic Networking Weakness,0.775,"display_label is a capability (""Build Strategic Networks Internally"") whose concern_category is a deficit-state (""Strategic Networking Weakness""); topical overlap 0.25"
CONCERN_CON_798,Develop Emerging Leaders Consistently,CONCERN_CON_798,Emerging Leader Development Weakness,0.775,"display_label is a capability (""Develop Emerging Leaders Consistently"") whose concern_category is a deficit-state (""Emerging Leader Development Weakness""); topical overlap 0.25"
CONCERN_CON_848,Adapt Leadership Style Across Diverse Teams,CONCERN_CON_848,Leadership Flexibility Weakness,0.76,"display_label is a capability (""Adapt Leadership Style Across Diverse Teams"") whose concern_category is a deficit-state (""Leadership Flexibility Weakness""); topical overlap 0.20"
CONCERN_CON_888,Build Long-Term Organizational Capability,CONCERN_CON_888,Capability Building Weakness,0.97,"display_label is a capability (""Build Long-Term Organizational Capability"") whose concern_category is a deficit-state (""Capability Building Weakness""); topical overlap 1.00"
CONCERN_CON_918,Build Long-Term Strategic Culture,CONCERN_CON_918,Strategic Culture Weakness,0.97,"display_label is a capability (""Build Long-Term Strategic Culture"") whose concern_category is a deficit-state (""Strategic Culture Weakness""); topical overlap 1.00"
CONCERN_CON_952,Driving Organizational Purpose Alignment,CONCERN_CON_952,Organizational Purpose Anxiety,0.8,"display_label is a capability (""Driving Organizational Purpose Alignment"") whose concern_category is a deficit-state (""Organizational Purpose Anxiety""); topical overlap 0.33"
CONCERN_CON_972,Build Industry-Relevant Networks Quickly,CONCERN_CON_972,Industry Networking Weakness,0.76,"display_label is a capability (""Build Industry-Relevant Networks Quickly"") whose concern_category is a deficit-state (""Industry Networking Weakness""); topical overlap 0.20"
CONCERN_CON_992,Adapt Quickly to New Industry Workflows,CONCERN_CON_992,Workflow Adaptation Weakness,0.7,"display_label is a capability (""Adapt Quickly to New Industry Workflows"") whose concern_category is a deficit-state (""Workflow Adaptation Weakness""); topical overlap 0.00"
CONCERN_DEC_1436,Ownership For Personal Growth,CONCERN_DEC_1436,Ownership Deficit,0.8,"display_label is a capability (""ownership for personal growth"") whose concern_category is a deficit-state (""Ownership Deficit""); topical overlap 0.33"
CONCERN_DIG_1674,Dependence on Shortcuts Instead of Understanding,CONCERN_DIG_1674,Surface Learning,0.7,"display_label is a capability (""Dependence on Shortcuts Instead of Understanding"") whose concern_category is a deficit-state (""Surface Learning""); topical overlap 0.00"
CONCERN_DIS_10,Resume Building Awareness,CONCERN_DIS_10,Resume Awareness Deficit,0.97,"display_label is a capability (""Resume Building Awareness"") whose concern_category is a deficit-state (""Resume Awareness Deficit""); topical overlap 1.00"
CONCERN_DIS_1247,Detecting Institutional Emotional Isolation Trends,CONCERN_DIS_1247,Emotional Isolation Blindness,0.9,"display_label is a capability (""Detecting Institutional Emotional Isolation Trends"") whose concern_category is a deficit-state (""Emotional Isolation Blindness""); topical overlap 0.67"
CONCERN_DIS_1780,Emotional Regulation,CONCERN_DIS_1780,Emotional Dysregulation,0.8,"display_label is a capability (""Emotional Regulation"") whose concern_category is a deficit-state (""Emotional Dysregulation""); topical overlap 0.33"
CONCERN_DIS_1943,Self-Discipline,CONCERN_DIS_1943,Discipline Instability,0.8,"display_label is a capability (""Self-Discipline"") whose concern_category is a deficit-state (""Discipline Instability""); topical overlap 0.33"
CONCERN_DIS_1990,Balancing Academic And Co-Curricular Activities,CONCERN_DIS_1990,Balance Management Difficulty,0.7,"display_label is a capability (""Balancing Academic and Co-Curricular Activities"") whose concern_category is a deficit-state (""Balance Management Difficulty""); topical overlap 0.00"
CONCERN_DIS_2034,Concept Visualization Skills,CONCERN_DIS_2034,Visualization Weakness,0.85,"display_label is a capability (""Concept Visualization Skills"") whose concern_category is a deficit-state (""Visualization Weakness""); topical overlap 0.50"
CONCERN_DIS_2120,Handling Students With Poor Time Management,CONCERN_DIS_2120,Time Management Difficulty,0.97,"display_label is a capability (""Handling Students with Poor Time Management"") whose concern_category is a deficit-state (""Time Management Difficulty""); topical overlap 1.00"
CONCERN_DIS_2190,Handling Students With Weak Classroom Engagement,CONCERN_DIS_2190,Classroom Engagement Deficit,0.97,"display_label is a capability (""Handling Students with Weak Classroom Engagement"") whose concern_category is a deficit-state (""Classroom Engagement Deficit""); topical overlap 1.00"
CONCERN_DIS_2194,Handling Students With Weak Exam Writing Structure,CONCERN_DIS_2194,Answer Structuring Weakness,0.7,"display_label is a capability (""Handling Students with Weak Exam Writing Structure"") whose concern_category is a deficit-state (""Answer Structuring Weakness""); topical overlap 0.00"
CONCERN_DIS_22,Professional Email & Communication Etiquette,CONCERN_DIS_22,Workplace Communication Etiquette Deficit,0.82,"display_label is a capability (""Professional Email & Communication Etiquette"") whose concern_category is a deficit-state (""Workplace Communication Etiquette Deficit""); topical overlap 0.40"
CONCERN_DIS_2208,Managing Students With Weak Focus During Revision Sessions,CONCERN_DIS_2208,Revision Attention Deficit,0.775,"display_label is a capability (""Managing Students with Weak Focus During Revision Sessions"") whose concern_category is a deficit-state (""Revision Attention Deficit""); topical overlap 0.25"
CONCERN_DIS_2232,Supporting Students With Weak Confidence in Practical Assessments,CONCERN_DIS_2232,Practical Assessment Anxiety,0.75,"display_label is a capability (""Supporting Students with Weak Confidence in Practical Assessments"") whose concern_category is a deficit-state (""Practical Assessment Anxiety""); topical overlap 0.17"
CONCERN_DIS_2252,Handling Students With Weak Concept Transfer Skills,CONCERN_DIS_2252,Concept Transfer Weakness,0.97,"display_label is a capability (""Handling Students with Weak Concept Transfer Skills"") whose concern_category is a deficit-state (""Concept Transfer Weakness""); topical overlap 1.00"
CONCERN_DIS_2403,Daily Academic Planning Habits,CONCERN_DIS_2403,Daily Planning Weakness,0.8,"display_label is a capability (""Daily Academic Planning Habits"") whose concern_category is a deficit-state (""Daily Planning Weakness""); topical overlap 0.33"
CONCERN_DIS_2455,Students With Weak Numerical Reasoning,CONCERN_DIS_2455,Numerical Reasoning Deficit,0.97,"display_label is a capability (""Students with Weak Numerical Reasoning"") whose concern_category is a deficit-state (""Numerical Reasoning Deficit""); topical overlap 1.00"
CONCERN_DIS_2466,Supporting Students With Weak Conceptual Confidence During Assessments,CONCERN_DIS_2466,Conceptual Confidence Instability,0.82,"display_label is a capability (""Supporting Students with Weak Conceptual Confidence During Assessments"") whose concern_category is a deficit-state (""Conceptual Confidence Instability""); topical overlap 0.40"
CONCERN_DIS_2478,Balancing Academic And Co-Curricular Activities,CONCERN_DIS_2478,Academic-Activity Imbalance,0.75,"display_label is a capability (""Balancing Academic and Co-Curricular Activities"") whose concern_category is a deficit-state (""Academic-Activity Imbalance""); topical overlap 0.17"
CONCERN_DIS_263,Translating Learning Into Real Competence,CONCERN_DIS_263,Knowledge-to-Competency Gap,0.7,"display_label is a capability (""Translating Learning into Real Competence"") whose concern_category is a deficit-state (""Knowledge-to-Competency Gap""); topical overlap 0.00"
CONCERN_DIS_270,Competing With Highly Skilled Peers,CONCERN_DIS_270,Skill Comparison Anxiety,0.7,"display_label is a capability (""Competing with Highly Skilled Peers"") whose concern_category is a deficit-state (""Skill Comparison Anxiety""); topical overlap 0.00"
CONCERN_DIS_286,Solving Unfamiliar Problems,CONCERN_DIS_286,Unfamiliar Problem Anxiety,0.775,"display_label is a capability (""Solving Unfamiliar Problems"") whose concern_category is a deficit-state (""Unfamiliar Problem Anxiety""); topical overlap 0.25"
CONCERN_DIS_302,Explaining Learned Skills to Others,CONCERN_DIS_302,Skill Explanation Anxiety,0.7,"display_label is a capability (""Explaining Learned Skills to Others"") whose concern_category is a deficit-state (""Skill Explanation Anxiety""); topical overlap 0.00"
CONCERN_DIS_311,Understanding Competency Benchmarks,CONCERN_DIS_311,Competency Benchmark Awareness Deficit,0.76,"display_label is a capability (""Understanding Competency Benchmarks"") whose concern_category is a deficit-state (""Competency Benchmark Awareness Deficit""); topical overlap 0.20"
CONCERN_DIS_316,Solving Problems Without Tutorials,CONCERN_DIS_316,Tutorial Dependency Anxiety,0.7,"display_label is a capability (""Solving Problems Without Tutorials"") whose concern_category is a deficit-state (""Tutorial Dependency Anxiety""); topical overlap 0.00"
