concern_id,concern_name,canonical_type,canonical_entity,confidence_score,reasoning
CONCERN_COM_1067,Balancing Professional Ambition with Personal Stability,Capability,Balancing Professional Ambition With Personal Stability,0.85,"name head ""stability"" → Capability"
CONCERN_COM_1091,Emotional Anxiety During Job Insecurity,Problem,Emotional Anxiety During Job Insecurity,0.85,"name head ""insecurity"" → Problem"
CONCERN_COM_1103,Emotional Conflict Between Work and Personal Goals,Problem,Emotional Conflict Between Work And Personal Goals,0.78,"problem cue ""conflict"""
CONCERN_COM_1109,Emotional Anxiety During Career Stagnation,Outcome,Emotional Anxiety During Career Stagnation,0.85,"outcome cue ""stagnation"""
CONCERN_COM_1113,Balancing Team Expectations with Personal Capacity,Capability,Balancing Team Expectations With Personal Capacity,0.7,"leading action verb ""balancing"" → capability"
CONCERN_COM_1127,Emotional Fatigue from Continuous Learning Pressure,Outcome,Emotional Fatigue From Continuous Learning Pressure,0.85,"outcome cue ""fatigue"""
CONCERN_COM_1128,Build Strategic Workplace Influence,Capability,Build Strategic Workplace Influence,0.7,"leading action verb ""build"" → capability"
CONCERN_COM_1143,Consistent Energy Across Work Cycles,Capability,Consistent Energy Across Work Cycles,0.55,"positive polarity, no explicit cue"
CONCERN_COM_1153,Emotional Self-Worth Independent of Work Outcomes,Problem,Emotional Self-Worth Independent of Work Outcomes,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1163,Teacher Impact on Student Growth,Problem,Teacher Impact on Student Growth,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1176,Build Holistic Student Profiles Institutionally,Capability,Build Holistic Student Profiles Institutionally,0.7,"leading action verb ""build"" → capability"
CONCERN_COM_1185,Institutional Discipline Patterns Holistically,Capability,Institutional Discipline Patterns Holistically,0.75,"capability cue ""discipline"""
CONCERN_COM_121,Emotional Stability During Rank Fluctuations,Capability,Emotional Stability During Rank Fluctuations,0.75,"capability cue ""stability"""
CONCERN_COM_1220,"Holistic Integration Between Learning Quality, Emotional Safety, Institutional Culture, and Future Readiness",Outcome,"Holistic Integration Between Learning Quality, Emotional Safety, Institutional Culture, And Future Readiness",0.85,"outcome cue ""readiness"""
CONCERN_COM_1226,Visibility into Institutional Ethical and Value Development,Capability,Visibility Into Institutional Ethical And Value Development,0.75,"capability cue ""visibility"""
CONCERN_COM_1239,Institutional Psychological Safety for Expression,Capability,Institutional Psychological Safety For Expression,0.85,"name head ""expression"" → Capability"
CONCERN_COM_1240,"Holistic Visibility into Institutional Emotional, Academic, and Leadership Ecosystems",Capability,"Holistic Visibility Into Institutional Emotional, Academic, And Leadership Ecosystems",0.75,"capability cue ""visibility"""
CONCERN_COM_1245,Institutional Leadership Pipeline Readiness,Outcome,Institutional Leadership Pipeline Readiness,0.85,"outcome cue ""readiness"""
CONCERN_COM_1257,Institutional Emotional Stability During Exams,Capability,Institutional Emotional Stability During Exams,0.75,"capability cue ""stability"""
CONCERN_COM_1266,Visibility into Student Cognitive Load During Instruction,Capability,Visibility Into Student Cognitive Load During Instruction,0.75,"capability cue ""visibility"""
CONCERN_COM_1311,Tracking Institutional Effectiveness of Student Interventions,Capability,Tracking Institutional Effectiveness of Student Interventions,0.75,"capability cue ""effectiveness"""
CONCERN_COM_1315,Detecting Student Emotional Dependency on External Validation,Trait,Detecting Student Emotional Dependency on External Validation,0.8,"trait cue ""dependency"""
CONCERN_COM_1320,Measure Industry-Relevant Competencies,Capability,Measure Industry-Relevant Competencies,0.7,"leading action verb ""measure"" → capability"
CONCERN_COM_1321,Student Confidence During Placement Cycles,Capability,Student Confidence During Placement Cycles,0.75,"capability cue ""confidence"""
CONCERN_COM_1335,Detecting Students with Hidden High Employability Potential,Capability,Detecting Students With Hidden High Employability Potential,0.7,"leading action verb ""detecting"" → capability"
CONCERN_COM_1368,Peer comparison affecting motivation,Behavior,Peer Comparison Affecting Motivation,0.8,"behavior cue ""comparison"""
CONCERN_COM_1456,Inconsistent behavior across environments,Problem,Inconsistent Behavior Across Environments,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1459,transitioning between academic stages,Problem,Transitioning Between Academic Stages,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1489,Fear of visibility and recognition,Problem,Fear of Visibility And Recognition,0.78,"problem cue ""fear"""
CONCERN_COM_1655,Communication Skills,Capability,Communication Skills,0.85,"name head ""skills"" → Capability"
CONCERN_COM_1656,Reading Comprehension,Problem,Reading Comprehension,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1658,Homework Independently,Problem,Homework Independently,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1684,Multiple Subjects,Problem,Multiple Subjects,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1690,Solving Higher-Order Questions,Capability,Solving Higher-Order Questions,0.7,"leading action verb ""solving"" → capability"
CONCERN_COM_1692,Self-Learning Confidence,Capability,Self-Learning Confidence,0.85,"name head ""confidence"" → Capability"
CONCERN_COM_1701,Framing Answers in Exams,Problem,Framing Answers in Exams,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1703,Transitioning Between Subjects,Problem,Transitioning Between Subjects,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1710,Conceptual Clarity in Core Subjects,Capability,Conceptual Clarity in Core Subjects,0.75,"capability cue ""clarity"""
CONCERN_COM_1712,Interpreting Graphs and Data,Capability,Interpreting Graphs And Data,0.7,"leading action verb ""interpreting"" → capability"
CONCERN_COM_1718,Aptitude in Quantitative Reasoning,Capability,Aptitude in Quantitative Reasoning,0.85,"name head ""reasoning"" → Capability"
CONCERN_COM_1730,Understanding Real-World Relevance of Subjects,Capability,Understanding Real-World Relevance of Subjects,0.75,"capability cue ""understanding"""
CONCERN_COM_1742,Anxiety & Overthinking,Behavior,Anxiety & Overthinking,0.85,"name head ""overthinking"" → Behavior"
CONCERN_COM_1752,Emotional Dependence on Gadgets,Trait,Emotional Dependence on Gadgets,0.8,"trait cue ""dependence"""
CONCERN_COM_1786,Conversational Skills,Capability,Conversational Skills,0.85,"name head ""skills"" → Capability"
CONCERN_COM_1787,Child Becoming Too Introverted,Problem,Child Becoming Too Introverted,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1800,Expressing Emotions,Capability,Expressing Emotions,0.7,"leading action verb ""expressing"" → capability"
CONCERN_COM_1801,Time Management,Capability,Time Management,0.85,"name head ""management"" → Capability"
CONCERN_COM_1865,Child Constantly Daydreaming,Problem,Child Constantly Daydreaming,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_19,Transitioning from Theory to Practical Work,Problem,Transitioning From Theory to Practical Work,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1927,Child Showing Signs of Chronic Mental Fatigue,Outcome,Child Showing Signs of Chronic Mental Fatigue,0.85,"outcome cue ""fatigue"""
CONCERN_COM_1940,Fear of Asking Questions,Problem,Fear of Asking Questions,0.78,"problem cue ""fear"""
CONCERN_COM_1949,English Communication,Capability,English Communication,0.85,"name head ""communication"" → Capability"
CONCERN_COM_1950,Mathematical Reasoning,Capability,Mathematical Reasoning,0.85,"name head ""reasoning"" → Capability"
CONCERN_COM_1954,Presentation Skills,Capability,Presentation Skills,0.85,"name head ""skills"" → Capability"
CONCERN_COM_1955,Classroom Participation,Problem,Classroom Participation,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1961,Exam Strategy,Problem,Exam Strategy,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1976,Listening Skills in Classroom,Capability,Listening Skills in Classroom,0.75,"capability cue ""skills"""
CONCERN_COM_1977,Focus During Self-Study,Problem,Focus During Self-Study,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_2004,Focus During Long Exams,Problem,Focus During Long Exams,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_2007,Data Interpretation Skills,Capability,Data Interpretation Skills,0.85,"name head ""skills"" → Capability"
CONCERN_COM_2024,Practical Experiment Understanding,Capability,Practical Experiment Understanding,0.85,"name head ""understanding"" → Capability"
CONCERN_COM_2027,Balancing Speed and Accuracy,Capability,Balancing Speed And Accuracy,0.7,"leading action verb ""balancing"" → capability"
CONCERN_COM_2047,Adapting to Different Teaching Styles,Capability,Adapting to Different Teaching Styles,0.7,"leading action verb ""adapting"" → capability"
CONCERN_COM_2053,Academic Uncertainty,Problem,Academic Uncertainty,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_2066,Accuracy in Multi-Step Calculations,Problem,Accuracy in Multi-Step Calculations,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_2075,Applying Logical Reasoning in Real-Time,Capability,Applying Logical Reasoning in Real-Time,0.75,"capability cue ""reasoning"""
CONCERN_COM_2095,Cognitive Flexibility in Learning,Trait,Cognitive Flexibility in Learning,0.8,"trait cue ""flexibility"""
CONCERN_COM_2109,Academic Confidence After School Change,Capability,Academic Confidence After School Change,0.75,"capability cue ""confidence"""
CONCERN_COM_2127,Building Student Curiosity,Trait,Building Student Curiosity,0.85,"name head ""curiosity"" → Trait"
CONCERN_COM_2151,Holistic Student Development,Problem,Holistic Student Development,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_2170,Student Anxiety During Result Seasons,Problem,Student Anxiety During Result Seasons,0.78,"problem cue ""anxiety"""
CONCERN_COM_2174,Building Student Adaptability in Dynamic Learning Environments,Trait,Building Student Adaptability in Dynamic Learning Environments,0.8,"trait cue ""adaptability"""
CONCERN_COM_2176,Building Holistic Classroom Wellbeing,Capability,Building Holistic Classroom Wellbeing,0.7,"leading action verb ""building"" → capability"
CONCERN_COM_2183,Helping Students Interpret Questions Correctly,Problem,Helping Students Interpret Questions Correctly,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_2188,Supporting Students with Weak Diagrammatic Understanding,Capability,Supporting Students With Weak Diagrammatic Understanding,0.85,"name head ""understanding"" → Capability"
CONCERN_COM_2197,Students Who Avoid Group Work,Problem,Students Who Avoid Group Work,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_2203,Supporting Students with Poor Academic Self-Belief,Problem,Supporting Students With Poor Academic Self-Belief,0.55,"negative polarity, no explicit cue"
CONCERN_COM_2207,Supporting Students with Weak Academic Planning,Capability,Supporting Students With Weak Academic Planning,0.85,"name head ""planning"" → Capability"
CONCERN_COM_2213,Supporting Students with Low Academic Persistence,Capability,Supporting Students With Low Academic Persistence,0.85,"name head ""persistence"" → Capability"
CONCERN_COM_2239,Students with Frequent Careless Mistakes,Problem,Students With Frequent Careless Mistakes,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_225,Conflicting Career Advice,Problem,Conflicting Career Advice,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_2254,Managing Students with Weak Academic Reflection Practices,Capability,Managing Students With Weak Academic Reflection Practices,0.7,"leading action verb ""managing"" → capability"
CONCERN_COM_2261,Helping Students Handle Unexpected Exam Questions,Problem,Helping Students Handle Unexpected Exam Questions,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_2267,Helping Students Build Analytical Writing Skills,Capability,Helping Students Build Analytical Writing Skills,0.85,"name head ""skills"" → Capability"
CONCERN_COM_2268,Supporting Students with Weak Emotional Stability During Assessments,Capability,Supporting Students With Weak Emotional Stability During Assessments,0.75,"capability cue ""stability"""
CONCERN_COM_2270,Handling Students with Weak Long-Term Goal Orientation,Capability,Handling Students With Weak Long-Term Goal Orientation,0.7,"leading action verb ""handling"" → capability"
CONCERN_COM_2284,Managing Students with Weak Classroom Adaptability,Trait,Managing Students With Weak Classroom Adaptability,0.85,"name head ""adaptability"" → Trait"
CONCERN_COM_2290,Managing Students with Weak Interdisciplinary Thinking Skills,Capability,Managing Students With Weak Interdisciplinary Thinking Skills,0.85,"name head ""skills"" → Capability"
CONCERN_COM_2295,Supporting Students with Weak Learning Adaptability During Curriculum Changes,Trait,Supporting Students With Weak Learning Adaptability During Curriculum Changes,0.8,"trait cue ""adaptability"""
CONCERN_COM_2299,Students with Weak Self-Correction During Assessments,Problem,Students With Weak Self-Correction During Assessments,0.55,"negative polarity, no explicit cue"
CONCERN_COM_23,Semester Pressure,Problem,Semester Pressure,0.85,"name head ""pressure"" → Problem"
CONCERN_COM_2335,Child Losing Balance Between Performance and Wellbeing,Problem,Child Losing Balance Between Performance And Wellbeing,0.45,no semantic cue; defaulted to Problem
