bridge_tag,concern_count,classification,rank,candidate_family,domain,family_signal_count,similarity,shared_tokens,example_signals,relationship_path
ACADEMIC_COGNITIVE,140,GREEN,1,"learning_processing_signals","Cognitive Intelligence",40,0.2932,"comprehension concept retention process cognitive conceptual","Applied Learning Effectiveness | Conceptual Processing Depth | Stable Comprehension Under Complexity | Continuous Learning Optimization | Processing Stability Under Pressure","ACADEMIC_COGNITIVE -> Cognitive Intelligence -> learning_processing_signals"
SUBJECT_INTERVENTION,1,YELLOW,2,"academic_confidence_signals","Learning Intelligence",40,0.1869,"subject conceptual","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","SUBJECT_INTERVENTION -> Learning Intelligence -> academic_confidence_signals"
SUBJECT_INTERVENTION,1,YELLOW,3,"conceptual_clarity_signals","Learning Intelligence",40,0.1442,"conceptual clarity","Integrated Conceptual Mastery | Principle Based Learning | Deep Understanding Orientation | Higher Order Concept Reasoning | Foundational Concept Mastery","SUBJECT_INTERVENTION -> Learning Intelligence -> conceptual_clarity_signals"
ENGAGEMENT_MANAGEMENT,1,YELLOW,1,"learning_drive_signals","Motivational Intelligence",40,0.2123,"interest engagement","Transformational Learning Orientation | Learning Persistence Drive | Mastery Oriented Learning | Lifelong Learning Commitment | Learning Energy Sustainability","ENGAGEMENT_MANAGEMENT -> Motivational Intelligence -> learning_drive_signals"
ENGAGEMENT_MANAGEMENT,1,YELLOW,2,"learning_engagement_signals","Learning Intelligence",40,0.2078,"interest engagement","Resilient Learning Attention | Immersive Learning Focus | Self Initiated Learning Behavior | Cognitive Presence During Learning | Deep Topic Exploration","ENGAGEMENT_MANAGEMENT -> Learning Intelligence -> learning_engagement_signals"
ENGAGEMENT_MANAGEMENT,1,YELLOW,3,"career_exploration_signals","Career Intelligence",40,0.1664,"interest","Experimentation With Roles | Exploratory Project Participation | Exploratory Side Project Creation | Self Driven Career Research | Future Of Work Curiosity","ENGAGEMENT_MANAGEMENT -> Career Intelligence -> career_exploration_signals"
COGNITIVE_DEVELOPMENT,1,YELLOW,1,"conceptual_clarity_signals","Learning Intelligence",40,0.1952,"concept learn","Integrated Conceptual Mastery | Principle Based Learning | Deep Understanding Orientation | Higher Order Concept Reasoning | Foundational Concept Mastery","COGNITIVE_DEVELOPMENT -> Learning Intelligence -> conceptual_clarity_signals"
COGNITIVE_DEVELOPMENT,1,YELLOW,2,"comprehension_signals","Learning Intelligence",40,0.1863,"concept learn","Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension","COGNITIVE_DEVELOPMENT -> Learning Intelligence -> comprehension_signals"
COGNITIVE_DEVELOPMENT,1,YELLOW,3,"adaptive_learning_signals","Learning Intelligence",40,0.1805,"difficulty learn cognitive","Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching","COGNITIVE_DEVELOPMENT -> Learning Intelligence -> adaptive_learning_signals"
ACADEMIC_READINESS,1,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.2816,"exam academic readines","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","ACADEMIC_READINESS -> Learning Intelligence -> academic_confidence_signals"
ACADEMIC_READINESS,1,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.1956,"exam academic","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","ACADEMIC_READINESS -> Learning Intelligence -> learning_resilience_signals"
ACADEMIC_READINESS,1,GREEN,3,"structured_learning_signals","Learning Intelligence",40,0.1393,"exam academic management","Structured Learning Resilience | Consistency Driven Learning | Long Term Learning Planning | Structured Goal Alignment | Structured Exam Preparation","ACADEMIC_READINESS -> Learning Intelligence -> structured_learning_signals"
LEARNING_DEPENDENCY,1,YELLOW,1,"dependency_behavior_signals","Behavioral Intelligence",40,0.1794,"overdependence dependency learn","Learned Helplessness Behavior | Fear Based Dependency | Approval Based Identity | Dependency Fueled Self Doubt | Dependency Reinforced Insecurity","LEARNING_DEPENDENCY -> Behavioral Intelligence -> dependency_behavior_signals"
LEARNING_DEPENDENCY,1,YELLOW,2,"emotional_dependency_signals","Emotional Intelligence",40,0.1785,"overdependence dependency","Emotional Autonomy Deficit | Abandonment Sensitivity | Dependency Driven Anxiety | Reassurance Dependence | Emotional Separation Distress","LEARNING_DEPENDENCY -> Emotional Intelligence -> emotional_dependency_signals"
LEARNING_DEPENDENCY,1,YELLOW,3,"belonging_signals","Social Intelligence",40,0.1246,"overdependence dependency","Emotional Exclusion Memory Bias | Inclusion Hypervigilance | Conditional Belonging Perception | Exclusion Sensitivity | Exclusion Memory Retention","LEARNING_DEPENDENCY -> Social Intelligence -> belonging_signals"
PERFORMANCE_ANALYSIS,1,YELLOW,1,"motivational_volatility_signals","Motivational Intelligence",40,0.1394,"inconsistent performance","Burnout Recovery Cycle | Motivational Crash After Failure | Motivational Identity Confusion | Pressure Dependent Productivity | Emotional Burnout Demotivation","PERFORMANCE_ANALYSIS -> Motivational Intelligence -> motivational_volatility_signals"
PERFORMANCE_ANALYSIS,1,YELLOW,2,"rejection_response_signals","Performance Intelligence",40,0.1144,"performance analysi","Failure Persistence Strength | Resilience Driven Goal Commitment | Rejection Driven Growth Mindset | Long Term Failure Endurance | Optimism Preservation After Failure","PERFORMANCE_ANALYSIS -> Performance Intelligence -> rejection_response_signals"
PERFORMANCE_ANALYSIS,1,YELLOW,3,"academic_confidence_signals","Learning Intelligence",40,0.1027,"subject","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","PERFORMANCE_ANALYSIS -> Learning Intelligence -> academic_confidence_signals"
SUBJECT_ANXIETY,1,GREEN,1,"fear_signals","Emotional Intelligence",40,0.2328,"fear","Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear","SUBJECT_ANXIETY -> Emotional Intelligence -> fear_signals"
SUBJECT_ANXIETY,1,GREEN,2,"communication_anxiety_signals","Communication Intelligence",41,0.2284,"fear anxiety","Chronic Communication Paralysis | Interview Communication Stress | Communication Shutdown Response | Public Speaking Fear | Communication Avoidance Behavior","SUBJECT_ANXIETY -> Communication Intelligence -> communication_anxiety_signals"
SUBJECT_ANXIETY,1,GREEN,3,"judgment_fear_signals","Social Intelligence",40,0.1883,"fear anxiety","Judgment Triggered Avoidance | Performance Evaluation Anxiety | Humiliation Avoidance Pattern | Social Catastrophizing Pattern | Fear Of Looking Incompetent","SUBJECT_ANXIETY -> Social Intelligence -> judgment_fear_signals"
PARENT_SCHOOL,1,YELLOW,1,"overthinking_decision_signals","Decision Intelligence",40,0.1357,"excessive","Chronic Analysis Paralysis | Chronic Indecisiveness Pattern | Paralysis From Perfectionism | Perfectionistic Decision Delay | Mental Deadlock Decisioning","PARENT_SCHOOL -> Decision Intelligence -> overthinking_decision_signals"
PARENT_SCHOOL,1,YELLOW,2,"shame_signals","Emotional Intelligence",40,0.1304,"parental learn","Repeated Failure Identity Shame | Failure Association Shame | Identity-Based Shame | Inadequacy Shame | Family Expectation Shame","PARENT_SCHOOL -> Emotional Intelligence -> shame_signals"
PARENT_SCHOOL,1,YELLOW,3,"guidance_dependency_signals","Career Intelligence",40,0.1015,"parental","Career Identity Confusion Under Influence | Indecisive Career Navigation | Fear Of Independent Career Choice | Fear Of Wrong Career Choice | Independent Decision Avoidance","PARENT_SCHOOL -> Career Intelligence -> guidance_dependency_signals"
LEARNING_SKILLS,1,YELLOW,1,"structured_learning_signals","Learning Intelligence",40,0.2054,"study note learn","Structured Learning Resilience | Consistency Driven Learning | Long Term Learning Planning | Structured Goal Alignment | Structured Exam Preparation","LEARNING_SKILLS -> Learning Intelligence -> structured_learning_signals"
LEARNING_SKILLS,1,YELLOW,2,"adaptive_learning_signals","Learning Intelligence",40,0.1422,"method learn skill","Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching","LEARNING_SKILLS -> Learning Intelligence -> adaptive_learning_signals"
LEARNING_SKILLS,1,YELLOW,3,"self_learning_signals","Learning Intelligence",40,0.1196,"study skill learn","Intrinsic Learning Motivation | Autonomous Skill Mastery | Lifelong Learning Orientation | Autonomous Mastery Orientation | Lifelong Autonomous Learning Identity","LEARNING_SKILLS -> Learning Intelligence -> self_learning_signals"
COMMUNICATION_DEVELOPMENT,1,GREEN,1,"presentation_signals","Communication Intelligence",40,0.2793,"presentation communication confidence","High Pressure Presentation Resilience | Executive Stage Presence | Critical Presentation Resilience | Audience Engagement Quality | Executive Presentation Presence","COMMUNICATION_DEVELOPMENT -> Communication Intelligence -> presentation_signals"
COMMUNICATION_DEVELOPMENT,1,GREEN,2,"presentation_confidence_signals","Performance Intelligence",40,0.2372,"presentation confidence","Transformational Stage Influence | Performance Anxiety Regulation | High Stakes Presentation Stability | High Visibility Performance Comfort | Executive Stage Command","COMMUNICATION_DEVELOPMENT -> Performance Intelligence -> presentation_confidence_signals"
COMMUNICATION_DEVELOPMENT,1,GREEN,3,"confidence_signals","Emotional Intelligence",40,0.1977,"presentation confidence communication","Self-Worth Confidence | Career Confidence | Interview Confidence | Academic Confidence | Competitive Confidence","COMMUNICATION_DEVELOPMENT -> Emotional Intelligence -> confidence_signals"
COGNITIVE_SKILLS,1,GREEN,1,"adaptive_problem_solving_signals","Adaptive Intelligence",40,0.2197,"solv problem ability cognitive","Uncertainty Resilient Execution | Resilient Problem Navigation | Continuous Strategy Evolution | Adaptive Execution Stability | Uncertainty Decision Resilience","COGNITIVE_SKILLS -> Adaptive Intelligence -> adaptive_problem_solving_signals"
COGNITIVE_SKILLS,1,GREEN,2,"employability_gap_signals","Employability Intelligence",40,0.1849,"weak skill solv problem","Chronic Employability Instability | Employability Hopelessness Pattern | Technical Skill Deficiency | Analytical Reasoning Gap | Practical Experience Gap","COGNITIVE_SKILLS -> Employability Intelligence -> employability_gap_signals"
COGNITIVE_SKILLS,1,GREEN,3,"collaborative_problem_solving_signals","Collaboration Intelligence",40,0.1614,"solv problem","Multidimensional Collective Problem Solving | Multidimensional Collective Solution Intelligence | Interdisciplinary Solution Translation | Future Mission Solution Alignment | Transformational Collective Solution Building","COGNITIVE_SKILLS -> Collaboration Intelligence -> collaborative_problem_solving_signals"
EXAM_READINESS,1,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.3948,"academic exam readines long","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","EXAM_READINESS -> Learning Intelligence -> academic_confidence_signals"
EXAM_READINESS,1,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.3127,"academic exam dur long","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","EXAM_READINESS -> Learning Intelligence -> learning_resilience_signals"
EXAM_READINESS,1,GREEN,3,"structured_learning_signals","Learning Intelligence",40,0.1674,"academic exam long","Structured Learning Resilience | Consistency Driven Learning | Long Term Learning Planning | Structured Goal Alignment | Structured Exam Preparation","EXAM_READINESS -> Learning Intelligence -> structured_learning_signals"
STUDENT_RECOVERY,1,YELLOW,1,"evaluation_anxiety_signals","Performance Intelligence",80,0.1359,"result breakdown after emotional recovery","Performance Freeze Response | Cognitive Blankout Under Pressure | Chronic Evaluation Stress Accumulation | Memory Recall Blocking | Competitive Assessment Instability","STUDENT_RECOVERY -> Performance Intelligence -> evaluation_anxiety_signals"
STUDENT_RECOVERY,1,YELLOW,2,"performance_pressure_signals","Performance Intelligence",40,0.1115,"breakdown after emotional recovery","Panic Execution Breakdown | Emotional Breakdown Threshold | Crisis Execution Resilience | Sustained Pressure Endurance | Emotional Control Under Pressure","STUDENT_RECOVERY -> Performance Intelligence -> performance_pressure_signals"
STUDENT_RECOVERY,1,YELLOW,3,"commitment_signals","Decision Intelligence",40,0.1106,"result recovery","Transformational Commitment Integrity | Principled Commitment Integrity | Strategic Execution Endurance | Long Cycle Execution Discipline | Value Driven Followthrough","STUDENT_RECOVERY -> Decision Intelligence -> commitment_signals"
STUDENT_BALANCE,1,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.3149,"academic","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","STUDENT_BALANCE -> Learning Intelligence -> academic_confidence_signals"
STUDENT_BALANCE,1,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.2127,"academic","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","STUDENT_BALANCE -> Learning Intelligence -> learning_resilience_signals"
STUDENT_BALANCE,1,GREEN,3,"confidence_signals","Emotional Intelligence",40,0.1387,"academic","Self-Worth Confidence | Career Confidence | Interview Confidence | Academic Confidence | Competitive Confidence","STUDENT_BALANCE -> Emotional Intelligence -> confidence_signals"
INNOVATION_READINESS,1,GREEN,1,"learning_drive_signals","Motivational Intelligence",40,0.2317,"curiosity learn driven innovation readines","Transformational Learning Orientation | Learning Persistence Drive | Mastery Oriented Learning | Lifelong Learning Commitment | Learning Energy Sustainability","INNOVATION_READINESS -> Motivational Intelligence -> learning_drive_signals"
INNOVATION_READINESS,1,GREEN,2,"curiosity_driven_learning_signals","Learning Intelligence",40,0.2285,"curiosity learn driven","Self Initiated Learning Behavior | Self Directed Skill Acquisition | Intrinsic Learning Reward Orientation | Curiosity Fueled Mastery Drive | Long Term Intellectual Engagement","INNOVATION_READINESS -> Learning Intelligence -> curiosity_driven_learning_signals"
