concern_id,concern_name,classification,confidence_score,reasoning,domain,concern_category
CONCERN_CON_2142,Managing Students with Weak Social Confidence,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""confidence"" → Capability; label cue ""confidence"" → Capability",Social & Emotional Intelligence,Social Confidence Weakness
CONCERN_CON_2145,Student Stress Before Exams,Capability,0.92,"concern_category ends in ""management"" → Capability; category token ""stress"" → Problem; label cue ""stress"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Pre-Exam Stress Management
CONCERN_CON_216,Understanding of Real-World Career Expectations,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""awareness"" → Capability; label cue ""understanding"" → Capability",Career Readiness,Career Reality Awareness Deficit
CONCERN_CON_2204,Managing Students with Weak Collaborative Communication,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""communication"" → Capability; label cue ""communication"" → Capability",Collaboration & Ownership,Collaborative Communication Weakness
CONCERN_CON_2225,Helping Students Recover After Academic Failure,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; category token ""failure"" → Outcome; label cue ""failure"" → Outcome; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Academic Failure Recovery Difficulty
CONCERN_CON_2234,Handling Students with Weak Concept Revision Methods,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Examination Readiness,Revision Method Weakness
CONCERN_CON_2244,Supporting Students with Weak Academic Goal Clarity,Problem,0.92,"concern_category ends in ""ambiguity"" → Problem; label cue ""clarity"" → Capability",Academic Identity & Meaning,Academic Goal Ambiguity
CONCERN_CON_2247,Supporting Students During Intensive Board Preparation,Problem,0.92,"concern_category ends in ""stress"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Board Preparation Stress
CONCERN_CON_2274,Supporting Students with Weak Independent Decision-Making Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""skills"" → Capability",Thinking Quality Under Pressure,Independent Decision Weakness
CONCERN_CON_2282,Handling Students with Weak Time Allocation During Exams,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Examination Readiness,Time Allocation Weakness
CONCERN_CON_2319,Child Unable to Balance Academic and Social Life,Problem,0.92,"concern_category ends in ""imbalance"" → Problem",Adjustment & Coping Capacity,Academic-Social Imbalance
CONCERN_CON_2332,Excessive Fear of Academic Failure Affecting Health,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem; label cue ""failure"" → Outcome",Examination Stress & Emotional Regulation,Health-Affecting Academic Anxiety
CONCERN_CON_236,Understanding of Career-Life Balance Expectations,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""awareness"" → Capability; label cue ""understanding"" → Capability",Lifestyle & Pressure Environment,Career Lifestyle Awareness Deficit
CONCERN_CON_2363,Fear of Negative Evaluation in Classroom Participation,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem","Confidence, Self-Concept & Comparison",Evaluation Anxiety
CONCERN_CON_2364,Confidence Stability Across Academic Situations,Problem,0.92,"concern_category ends in ""instability"" → Problem; category token ""confidence"" → Capability; label cue ""confidence"" → Capability; label cue ""stability"" → Capability","Confidence, Self-Concept & Comparison",Confidence Instability
CONCERN_CON_2365,Students Overdependent on External Validation,Trait,0.92,"concern_category ends in ""dependency"" → Trait","Confidence, Self-Concept & Comparison",Validation Dependency
CONCERN_CON_2366,Persistent Self-Doubt Affecting Performance,Problem,0.92,"concern_category ends in ""self-doubt"" → Problem; label cue ""self-doubt"" → Problem","Confidence, Self-Concept & Comparison",Persistent Self-Doubt
CONCERN_CON_2367,Adjusting to Academic Transitions,Problem,0.92,"concern_category ends in ""stress"" → Problem; label cue ""difficulty"" → Problem",Adjustment & Coping Capacity,Academic Transition Stress
CONCERN_CON_238,Evaluate Career Risks Rationally,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""risk"" → Risk; label cue ""risks"" → Risk",Thinking Quality Under Pressure,Career Risk Evaluation Weakness
CONCERN_CON_243,Planning Career Steps After Graduation,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""planning"" → Capability; label cue ""planning"" → Capability; label cue ""difficulty"" → Problem",Career Readiness,Post-Graduation Planning Weakness
CONCERN_CON_2462,Handling Students with Weak Time Allocation During Exams,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Examination Readiness,Time Allocation Deficit
CONCERN_CON_2467,Students with Weak Academic Motivation Over Time,Outcome,0.7,"category token ""decline"" → Outcome; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Motivation Decline Over Time
CONCERN_CON_257,Fear of Social Judgment in Career Choices,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem; label cue ""difficulty"" → Problem","Confidence, Self-Concept & Comparison",Social Judgment Anxiety
CONCERN_CON_258,Understanding of Career Progression Timelines,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""awareness"" → Capability; label cue ""understanding"" → Capability",Career Readiness,Career Timeline Awareness Deficit
CONCERN_CON_261,Identifying Core Skill Gaps,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""skill"" → Capability; category token ""gap"" → Problem; category token ""awareness"" → Capability; label cue ""skill"" → Capability; label cue ""gaps"" → Problem; label cue ""difficulty"" → Problem",Skill Development,Skill Gap Awareness Deficit
CONCERN_CON_265,Motivation During Long Learning Cycles,Outcome,0.92,"concern_category ends in ""burnout"" → Outcome; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Long-Term Learning Burnout
CONCERN_CON_271,Learning Skills Independently Without Guidance,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""skills"" → Capability; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Independent Learning Weakness
CONCERN_CON_290,Organize Knowledge Systematically,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""organization"" → Capability",Academic & Cognitive Effectiveness,Knowledge Organization Weakness
CONCERN_CON_300,Long-Term Ownership of Personal Development,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""ownership"" → Capability; label cue ""ownership"" → Capability","Motivation, Values & Responsibility",Personal Growth Ownership Deficit
CONCERN_CON_307,Curiosity During Long Learning Cycles,Capability,0.7,"category token ""curiosity"" → Capability; category token ""decline"" → Outcome; label cue ""curiosity"" → Capability; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Curiosity Decline During Learning
CONCERN_CON_314,Understanding of Competency Depth vs Surface Knowledge,Problem,0.92,"concern_category ends in ""misjudgment"" → Problem; label cue ""understanding"" → Capability; label cue ""competency"" → Capability",Academic & Cognitive Effectiveness,Surface Learning Misjudgment
CONCERN_CON_322,Sustain Learning Energy Across Long Durations,Problem,0.92,"concern_category ends in ""instability"" → Problem",Lifestyle & Pressure Environment,Learning Energy Instability
CONCERN_CON_328,Understanding of Learning Transfer into Workplace Impact,Problem,0.92,"concern_category ends in ""disconnect"" → Problem; label cue ""understanding"" → Capability",Employability,Skill-to-Workplace Disconnect
CONCERN_CON_336,Awareness of Competency Progression Stages,Problem,0.8,"concern_category ends in ""deficit"" → Problem; category token ""competency"" → Capability; category token ""awareness"" → Capability; label cue ""awareness"" → Capability; label cue ""competency"" → Capability",Competency Development,Competency Progression Awareness Deficit
CONCERN_CON_339,Learning Anxiety in Fast-Paced Environments,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""anxiety"" → Problem; label cue ""difficulty"" → Problem",Academic & Cognitive Effectiveness,Fast-Paced Learning Anxiety
CONCERN_CON_348,Sustain Curiosity During Repetitive Practice,Outcome,0.92,"concern_category ends in ""decline"" → Outcome; label cue ""curiosity"" → Capability","Motivation, Values & Responsibility",Repetitive Practice Engagement Decline
CONCERN_CON_352,Long-Term Vision for Competency Development,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""competency"" → Capability; label cue ""competency"" → Capability",Strategic Preparation,Long-Term Competency Vision Weakness
CONCERN_CON_359,Sustaining Self-Driven Competency Improvement,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""competency"" → Capability; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Self-Driven Improvement Weakness
CONCERN_CON_393,Uncertainty in Career Outcomes,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""difficulty"" → Problem",Emotional Regulation,Career Outcome Anxiety
CONCERN_CON_412,Awareness of Workplace Ethics and Boundaries,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""awareness"" → Capability; label cue ""awareness"" → Capability",Employability,Professional Ethics Awareness Deficit
CONCERN_CON_414,Learn Quickly During Onboarding,Problem,0.92,"concern_category ends in ""instability"" → Problem",Competency Development,Onboarding Learning Instability
CONCERN_CON_417,Work-Life Balance During Initial Career Stage,Problem,0.92,"concern_category ends in ""imbalance"" → Problem; label cue ""difficulty"" → Problem",Lifestyle & Pressure Environment,Early Career Work-Life Imbalance
CONCERN_CON_42,English Communication During Placements,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""communication"" → Capability; label cue ""communication"" → Capability; label cue ""confidence"" → Capability",Communication & Expression,Placement Communication Anxiety
CONCERN_CON_422,Prioritize Tasks in Fast-Paced Work Environments,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Strategic Preparation,Task Prioritization Weakness
CONCERN_CON_439,Understanding Professional Boundaries,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""awareness"" → Capability; label cue ""understanding"" → Capability; label cue ""difficulty"" → Problem",Social & Emotional Intelligence,Professional Boundary Awareness Deficit
CONCERN_CON_448,Awareness of Long-Term Financial Planning After Employment,Problem,0.8,"concern_category ends in ""deficit"" → Problem; category token ""planning"" → Capability; category token ""awareness"" → Capability; label cue ""awareness"" → Capability; label cue ""planning"" → Capability",Financial Readiness,Financial Planning Awareness Deficit
CONCERN_CON_452,Balance Career Ambition with Wellbeing,Problem,0.92,"concern_category ends in ""imbalance"" → Problem",Lifestyle & Pressure Environment,Ambition-Wellbeing Imbalance
CONCERN_CON_472,Networking Confidence for Job Opportunities,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Social & Emotional Intelligence,Professional Networking Anxiety
CONCERN_CON_492,Build a Strong LinkedIn Presence,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Career Readiness,LinkedIn Positioning Weakness
CONCERN_CON_501,Multiple Job Offers Strategically,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""difficulty"" → Problem",Career Readiness,Offer Selection Anxiety
CONCERN_CON_508,Balance Job Search with Current Employment,Outcome,0.92,"concern_category ends in ""fatigue"" → Outcome",Lifestyle & Pressure Environment,Employed Job Search Fatigue
CONCERN_CON_510,Understanding of Industry Salary Benchmarks,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""awareness"" → Capability; label cue ""understanding"" → Capability",Financial Readiness,Salary Benchmark Awareness Deficit
