intent,target_id,target_tag,before_class,after_class,resolved_id,confidence
"i cannot manage exam strategy execution",CONCERN_THI_2351,THINKING_QUALITY,drift,exact,CONCERN_THI_2351,33
"i keep struggling with students unable to recover after mistakes during exams",CONCERN_THI_2352,THINKING_QUALITY,drift,exact,CONCERN_THI_2352,34
"i cannot manage students unable to recover after mistakes during exams",CONCERN_THI_2352,THINKING_QUALITY,drift,exact,CONCERN_THI_2352,34
"i keep struggling with students showing high stress reactivity before exams",CONCERN_THI_2355,EXAMINATION_STRESS,drift,exact,CONCERN_THI_2355,36
"i cannot manage students showing high stress reactivity before exams",CONCERN_THI_2355,EXAMINATION_STRESS,drift,exact,CONCERN_THI_2355,36
"i need help with students showing high stress reactivity before exams",CONCERN_THI_2355,EXAMINATION_STRESS,drift,exact,CONCERN_THI_2355,36
"i keep struggling with building career commitment after selection",CONCERN_THI_239,MOTIVATION_VALUES,drift,exact,CONCERN_THI_239,39
"i struggle with academic self-monitoring",CONCERN_THI_2471,SELF_REFLECTION,drift,near,CONCERN_THI_1983,36
"i struggle with academic-to-professional transition readiness",CONCERN_THI_38,CAREER_READINESS,drift,exact,CONCERN_THI_38,42
"i keep struggling with academic-to-professional transition readiness",CONCERN_THI_38,CAREER_READINESS,drift,exact,CONCERN_THI_38,42
"i cannot manage academic-to-professional transition readiness",CONCERN_THI_38,CAREER_READINESS,drift,exact,CONCERN_THI_38,41
"difficulty understanding career growth pathways",CONCERN_THI_389,CAREER_READINESS,drift,exact,CONCERN_THI_389,42
"i keep struggling with adapting to organizational restructuring",CONCERN_THI_771,WORKPLACE_ADAPTATION,drift,exact,CONCERN_THI_771,35
"i need help with students lacking self-leadership discipline",CONCERN_VAL_1496,LEADERSHIP_FOUNDATIONS,drift,exact,CONCERN_VAL_1496,38
"i keep struggling with students pursuing careers misaligned with personality",CONCERN_VOC_1400,PERSONALITY_CAREER,drift,exact,CONCERN_VOC_1400,37
"i cannot manage students pursuing careers misaligned with personality",CONCERN_VOC_1400,PERSONALITY_CAREER,drift,exact,CONCERN_VOC_1400,37
"i need help with students pursuing careers misaligned with personality",CONCERN_VOC_1400,PERSONALITY_CAREER,drift,exact,CONCERN_VOC_1400,37
"i cannot manage emotional pressure from career downgrades",CONCERN_WOR_1027,CONFIDENCE_SELF,drift,exact,CONCERN_WOR_1027,39
"i keep struggling with motivation during routine work cycles",CONCERN_WOR_1069,MOTIVATION_VALUES,drift,exact,CONCERN_WOR_1069,35
"i cannot manage motivation during routine work cycles",CONCERN_WOR_1069,MOTIVATION_VALUES,drift,exact,CONCERN_WOR_1069,35
"i need help with motivation during routine work cycles",CONCERN_WOR_1069,MOTIVATION_VALUES,drift,exact,CONCERN_WOR_1069,35
"i struggle with handling leadership visibility",CONCERN_WOR_1116,LEADERSHIP_OWNERSHIP,drift,failure,,0
"i have trouble with handling leadership visibility",CONCERN_WOR_1116,LEADERSHIP_OWNERSHIP,drift,exact,CONCERN_WOR_1116,38
"i keep struggling with handling leadership visibility",CONCERN_WOR_1116,LEADERSHIP_OWNERSHIP,drift,exact,CONCERN_WOR_1116,32
"i cannot manage handling leadership visibility",CONCERN_WOR_1116,LEADERSHIP_OWNERSHIP,drift,exact,CONCERN_WOR_1116,32
"i need help with handling leadership visibility",CONCERN_WOR_1116,LEADERSHIP_OWNERSHIP,drift,failure,,0
"i struggle with sustain learning momentum over time",CONCERN_WOR_1152,COMPETENCY_DEVELOPMENT,drift,exact,CONCERN_WOR_1152,42
"i have trouble with sustain learning momentum over time",CONCERN_WOR_1152,COMPETENCY_DEVELOPMENT,drift,exact,CONCERN_WOR_1152,42
"i keep struggling with sustain learning momentum over time",CONCERN_WOR_1152,COMPETENCY_DEVELOPMENT,drift,exact,CONCERN_WOR_1152,36
"i cannot manage sustain learning momentum over time",CONCERN_WOR_1152,COMPETENCY_DEVELOPMENT,drift,exact,CONCERN_WOR_1152,36
"i struggle with identifying silent academic underperformance",CONCERN_WOR_1187,ACADEMIC_RISK,drift,exact,CONCERN_WOR_1187,43
"i keep struggling with identifying silent academic underperformance",CONCERN_WOR_1187,ACADEMIC_RISK,drift,exact,CONCERN_WOR_1187,42
"i struggle with balance productivity and wellbeing",CONCERN_WOR_568,LIFESTYLE_PRESSURE,drift,exact,CONCERN_WOR_568,40
"i have trouble with balance productivity and wellbeing",CONCERN_WOR_568,LIFESTYLE_PRESSURE,drift,exact,CONCERN_WOR_568,40
"i keep struggling with balance productivity and wellbeing",CONCERN_WOR_568,LIFESTYLE_PRESSURE,drift,exact,CONCERN_WOR_568,35
"i cannot manage balance productivity and wellbeing",CONCERN_WOR_568,LIFESTYLE_PRESSURE,drift,exact,CONCERN_WOR_568,35
"i need help with balance productivity and wellbeing",CONCERN_WOR_568,LIFESTYLE_PRESSURE,drift,exact,CONCERN_WOR_568,35
"i cannot manage emotional fatigue from constant meetings",CONCERN_WOR_623,ACADEMIC_COGNITIVE,drift,exact,CONCERN_WOR_623,36
"i cannot manage managing high-visibility projects",CONCERN_WOR_634,LEADERSHIP_READINESS,drift,exact,CONCERN_WOR_634,38
"i keep struggling with initial team interactions",CONCERN_WOR_662,COMMUNICATION_EXPRESSION,drift,exact,CONCERN_WOR_662,38
"i cannot manage building confidence in professional communication",CONCERN_WOR_665,COMMUNICATION_EXPRESSION,drift,near,CONCERN_MOT_694,19
"weak ability to handle professional criticism constructively",CONCERN_WOR_682,EMOTIONAL_RECOVERY,drift,exact,CONCERN_WOR_682,38
"i struggle with handle professional criticism constructively",CONCERN_WOR_682,EMOTIONAL_RECOVERY,drift,exact,CONCERN_WOR_682,42
"i have trouble with handle professional criticism constructively",CONCERN_WOR_682,EMOTIONAL_RECOVERY,drift,exact,CONCERN_WOR_682,42
"i cannot manage handle professional criticism constructively",CONCERN_WOR_682,EMOTIONAL_RECOVERY,drift,exact,CONCERN_WOR_682,37
"i need help with handle professional criticism constructively",CONCERN_WOR_682,EMOTIONAL_RECOVERY,drift,exact,CONCERN_WOR_682,37
"i keep struggling with work motivation during routine tasks",CONCERN_WOR_745,MOTIVATION_VALUES,drift,exact,CONCERN_WOR_745,35
"i cannot manage work motivation during routine tasks",CONCERN_WOR_745,MOTIVATION_VALUES,drift,exact,CONCERN_WOR_745,35
"i need help with work motivation during routine tasks",CONCERN_WOR_745,MOTIVATION_VALUES,drift,exact,CONCERN_WOR_745,35
"difficulty managing emotional anxiety about career relevance",CONCERN_WOR_793,EMPLOYABILITY,drift,exact,CONCERN_WOR_793,36
"i struggle with emotional anxiety about career relevance",CONCERN_WOR_793,EMPLOYABILITY,drift,exact,CONCERN_WOR_793,38
"i have trouble with emotional anxiety about career relevance",CONCERN_WOR_793,EMPLOYABILITY,drift,exact,CONCERN_WOR_793,38
"i keep struggling with emotional anxiety about career relevance",CONCERN_WOR_793,EMPLOYABILITY,drift,exact,CONCERN_WOR_793,33
"i cannot manage emotional anxiety about career relevance",CONCERN_WOR_793,EMPLOYABILITY,drift,exact,CONCERN_WOR_793,33
"i need help with emotional anxiety about career relevance",CONCERN_WOR_793,EMPLOYABILITY,drift,exact,CONCERN_WOR_793,33
"i struggle with transferable skill relevance",CONCERN_WOR_962,CONFIDENCE_SELF,drift,exact,CONCERN_WOR_962,41
"i have trouble with transferable skill relevance",CONCERN_WOR_962,CONFIDENCE_SELF,drift,exact,CONCERN_WOR_962,41
"i keep struggling with transferable skill relevance",CONCERN_WOR_962,CONFIDENCE_SELF,drift,exact,CONCERN_WOR_962,35
"i cannot manage transferable skill relevance",CONCERN_WOR_962,CONFIDENCE_SELF,drift,exact,CONCERN_WOR_962,35
"i need help with transferable skill relevance",CONCERN_WOR_962,CONFIDENCE_SELF,drift,exact,CONCERN_WOR_962,35
"i have trouble with emotional stress from career uncertainty",CONCERN_WOR_987,EMOTIONAL_REGULATION,drift,exact,CONCERN_WOR_987,38
"i need help with emotional stress from career uncertainty",CONCERN_WOR_987,EMOTIONAL_REGULATION,drift,exact,CONCERN_WOR_987,33
