kind,redundant,text_a,text_b,overlap,archetype_a,archetype_b,stakeholder_a,stakeholder_b
stakeholder,false,"In class today, have the student pick one tricky concept and explain it out loud in simple, everyday words.","In today’s session, guide your client to pick one tricky concept and explain it out loud in simple, everyday words.",0.667,learning_comprehension,learning_comprehension,teacher,counselor
stakeholder,false,"In class today, have the student pick one tricky concept and explain it out loud in simple, everyday words.","Before the workday ends, pick one tricky concept and explain it out loud in simple, everyday words.",0.6,learning_comprehension,learning_comprehension,teacher,professional
stakeholder,false,"Each day this week, write a three-line summary of what each study session covered.","Each day this week, help your child write a three-line summary of what each study session covered.",0.846,learning_comprehension,learning_comprehension,student,parent
stakeholder,false,"Each day this week, write a three-line summary of what each study session covered.","Each day this week, have the student write a three-line summary of what each study session covered.",0.917,learning_comprehension,learning_comprehension,student,teacher
stakeholder,false,"Each day this week, write a three-line summary of what each study session covered.",Set a one-week task for your client to write a three-line summary of what each study session covered.,0.667,learning_comprehension,learning_comprehension,student,counselor
stakeholder,false,"Each day this week, write a three-line summary of what each study session covered.","Each workday this week, write a three-line summary of what each study session covered.",0.833,learning_comprehension,learning_comprehension,student,professional
stakeholder,false,"Each day this week, help your child write a three-line summary of what each study session covered.","Each day this week, have the student write a three-line summary of what each study session covered.",0.786,learning_comprehension,learning_comprehension,parent,teacher
stakeholder,false,"Each day this week, help your child write a three-line summary of what each study session covered.","Each workday this week, write a three-line summary of what each study session covered.",0.714,learning_comprehension,learning_comprehension,parent,professional
stakeholder,false,"Each day this week, have the student write a three-line summary of what each study session covered.",Set a one-week task for your client to write a three-line summary of what each study session covered.,0.625,learning_comprehension,learning_comprehension,teacher,counselor
stakeholder,false,"Each day this week, have the student write a three-line summary of what each study session covered.","Each workday this week, write a three-line summary of what each study session covered.",0.769,learning_comprehension,learning_comprehension,teacher,professional
