Assessment name	Stage	Anchor	Domain	Sub-Domain	Dimension	Focus Area	Layer (1-12)	Dimension	Question (Self-Assessment)	Response	A (1pt)	B (2pt)	C (3pt)	D (4pt)	E (5pt)	Polarity	Wt	Logic	Age Band	Stage 	Age
Short attention Span	Growth	No	Cognitive Development	Processing	Depth	Deep Cognitive Development	8: Precision	Abstract Flow	Can you think about a concept without needing to see a picture?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	15-18	Growth	C
Short attention Span	Growth	Yes	Cognitive Development	Metacog	Master Review	Deep Cognitive Development	12: Core	Self-Feedback	Do you write down how you can focus "better" tomorrow?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	15-18	Growth	C
Short attention Span	Growth	No	Cognitive Development	Endurance	Stamina	Deep Cognitive Development	1: Duration	Deep Sprint	Can you write for 20 minutes without pausing for a word?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	11-18	Growth	B, C
Short attention Span	Growth	No	Behavioral	Inhibition	Impulsivity	High-Impact	3: Impulse	Thought Brake	Can you stop yourself from saying something "unrelated" in class?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	11-14	Growth	B
Short attention Span	Growth	No	Cognitive Development	Processing	Speed	Deep Cognitive Development	8: Precision	Processing Val	Can you follow a teacher who speaks very fast?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	11-18	Growth	B, C
Short attention Span	Growth	No	Emotional	Resilience	Grit	Anxiety/Reg	11: Meta	Persistence	Do you try a math problem 5 times before asking for help?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	11-18	Growth	B, C
Short attention Span	Growth	Yes	Behavioral	Exec Function	Scheduling	High-Impact	10: Exec	Time Block	Do you use a "Timer" (like Pomodoro) to guide your study?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	15-18	Growth	C
Short attention Span	Growth	No	Cognitive Development	Synthesis	Linkage	Deep Cognitive Development	9: Synthesis	Domain Transfer	Can you use Art skills to help organize a Science project?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	11-18	Growth	B, C
Short attention Span	Growth	No	Behavioral	Environment	Distraction	High-Impact	5: Sensory	Shielding	Do you turn off all notifications before opening your book?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Growth	C
Short attention Span	Growth	No	Cognitive Development	Metacog	Strategy	Deep Cognitive Development	12: Core	Tool Selection	Do you know which "Focus Tool" works for which subject?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Growth	C
Short attention Span	Growth	No	Emotional	Motivation	Self-Start	Anxiety/Reg	11: Meta	Independence	Do you do your homework without being reminded?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	11-14	Growth	B
Short attention Span	Growth	No	Physiology	Sleep	Alertness	High-Impact	2: Physical	Neural Freshness	Do you feel "mentally sharp" as soon as you sit at your desk?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.4	Linear	11-18	Growth	B, C
Short attention Span	Growth	No	Cognitive Development	Memory	Structuring	Deep Cognitive Development	7: Memory	Hierarchy	Do you memorize the "Big Picture" before the "Details"?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Growth	C
Short attention Span	Growth	No	Behavioral	Inhibition	Digital Mgt	High-Impact	3: Impulse	Screen Agency	Can you use your phone for "only" 5 minutes if you plan to?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	15-18	Growth	C
Short attention Span	Growth	No	Cognitive Development	Processing	Logical Depth	Deep Cognitive Development	8: Precision	Root Analysis	When a fact doesn't make sense, do you look for the "Why"?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Growth	C
Short attention Span	Growth	No	Emotional	Resilience	Stamina	Anxiety/Reg	11: Meta	Mental Fortitude	Do you stay calm if you have to study for 4 hours straight?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Growth	C
Short attention Span	Growth	Yes	Cognitive Development	Metacog	Agency	Deep Cognitive Development	12: Core	Brain Mastery	Do you feel like you are "winning" the game of focus?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	11-18	Growth	B, C
Short attention Span	Growth	No	Cognitive Development	Synthesis	Innovation	Deep Cognitive Development	9: Synthesis	Abstract Build	Can you explain a concept by building it with Legos/props?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	11-14	Growth	B
Short attention Span	Growth	No	Behavioral	Exec Function	Prioritization	High-Impact	10: Exec	Value Filter	Do you skip "easy but useless" work to focus on "hard but key"?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	15-18	Growth	C
Short attention Span	Growth	No	Emotional	Motivation	Ambition	Anxiety/Reg	11: Meta	Legacy Drive	I focus because I want to build something great for the world.	Agree to Disagree	Agree	Incline	Neutral	Disinc	Disagree	(+)	1.8	Linear	15-18	Growth	C
Short attention Span	Growth	No	Cognitive Development	Metacog	Audit	Deep Cognitive Development	12: Core	Efficiency Eval	Do you know if your focus was "good" or "bad" today?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	11-18	Growth	B, C
Short attention Span	Growth	Yes	Cognitive Development	Metacog	Autonomy	Deep Cognitive Development	12: Core	Final Mastery	Do you need anyone else to help you focus?	Never to Always	Always	Often	Somet.	Rarely	Never	(+)	2	Inverted	15-18	Growth	C
Short attention Span	Mastery	Yes	Cognitive Development	Metacog	Fluidity	Deep Cognitive Development	12: Core	State Induction	Can you enter a deep focus "Flow State" within 2 minutes of sitting down?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Synthesis	Mentorship	Deep Cognitive Development	9: Synthesis	Knowledge Trans.	Can you simplify a complex topic so well that a beginner masters it?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Behavioral	Exec Function	Load Mgt.	High-Impact	10: Exec	Dynamic Scaling	Can you track 3+ complex project threads without losing the "big picture"?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Emotional	Resilience	Stoic Focus	Anxiety/Reg	11: Meta	External Neutrality	If a major distraction occurs (loud noise/crisis), do you stay calm?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	15-18	Mastery	C
Short attention Span	Mastery	Yes	Cognitive Development	Metacog	Resource All.	Deep Cognitive Development	12: Core	Neural Economy	Do you instinctively know exactly how much mental energy a task needs?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Processing	Multi-Threading	Deep Cognitive Development	8: Precision	Parallel Logic	Can you solve a problem while listening to a completely different debate?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Behavioral	Inhibition	Intentionality	High-Impact	3: Impulse	Digital Minimalism	Do you view notifications as "tools" rather than "distractions"?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Memory	Retrieval	Deep Cognitive Development	7: Memory	Random Access	Can you recall a specific fact from 6 months ago instantly when needed?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Emotional	Motivation	Visionary	Anxiety/Reg	11: Meta	Purpose Sync	Does your daily work feel like a direct step toward your 5-year goal?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Physiology	Optimization	Bio-Hacking	High-Impact	2: Physical	Peak State Mgt	Do you adjust your diet/sleep/breath to hit "Peak Focus" on command?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.4	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Synthesis	Cross-Domain	Deep Cognitive Development	9: Synthesis	Universal Logic	Do you see the same "logic patterns" in Math, Music, and History?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Mastery	C
Short attention Span	Mastery	Yes	Behavioral	Exec Function	Complexity	High-Impact	10: Exec	Chaos Tolerance	Can you perform high-quality work in an unpredictable environment?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Processing	Speed/Depth	Deep Cognitive Development	8: Precision	High-Res Thinking	Can you spot a logical "flaw" in a teacher’s argument in real-time?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Emotional	Self-Concept	Mastery Bias	Anxiety/Reg	12: Core	Cognitive Development Agency	I feel that my focus is a skill I have fully mastered.	Disagr to Agree	Disagree	Incline	Neutral	Disinc	Agree	(+)	1.7	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Metacog	Self-Evolution	Deep Cognitive Development	12: Core	Iterative Growth	Do you regularly invent new Cognitive Development strategies for yourself?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Behavioral	Inhibition	Social Influence	High-Impact	3: Impulse	Narrative Ctrl	Can you stay focused on your truth even if the crowd disagrees?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Diagnostic	Efficiency	Maximum Velocity	High-Impact	6: Diagnostic	Output Density	Do you produce 2x the work of peers in the same amount of time?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Sensory	Integrated Focus	Deep Cognitive Development	5: Sensory	Environmental Sync	Can you use background noise as "fuel" for focus instead of a barrier?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.3	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Endurance	Longevity	Deep Cognitive Development	1: Duration	Infinite Stamina	Can you focus for 4+ hours on a breakthrough without fatigue?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Mastery	C
Short attention Span	Mastery	Yes	Cognitive Development	Metacog	Unity	Deep Cognitive Development	12: Core	Cognitive Development Oneness	Do you feel that "You" and "The Task" become one during work?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Processing	Abstraction	Deep Cognitive Development	8: Precision	Conceptual Leap	Can you understand a new theory without needing a single example?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Behavioral	Exec Function	Risk Mgt	High-Impact	10: Exec	Anticipation	Do you predict potential "focus breaks" and block them before they happen?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Synthesis	Innovation	Deep Cognitive Development	9: Synthesis	First Principles	Can you reinvent a standard solution to make it 50% more efficient?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Emotional	Resilience	Paradox Tol.	Anxiety/Reg	11: Meta	Cognitive Development Disson.	Can you hold two conflicting ideas in your mind without stress?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Mastery	C
Short attention Span	Mastery	Yes	Cognitive Development	Metacog	Meta-Stability	Deep Cognitive Development	12: Core	Focus Equilibrium	Can you maintain deep focus even while being physically exhausted?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Behavioral	Inhibition	Social Agency	High-Impact	3: Impulse	Narrative Shield	Can you ignore peer pressure to join a "fun" activity if your work isn't done?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Memory	Associative	Deep Cognitive Development	7: Memory	Semantic Web	Can you link a new fact to 5 different subjects simultaneously?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Physiology	Recovery	Neural Plasticity	High-Impact	2: Physical	Rapid Reboot	Can you recover full mental clarity after a 90-second breathing pause?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.4	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Processing	Logical Depth	Deep Cognitive Development	8: Precision	Infinite Regress	Do you naturally look for the "cause behind the cause" of every fact?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Behavioral	Exec Function	Prioritization	High-Impact	10: Exec	Strategic Pruning	Do you intentionally "ignore" low-value tasks to save focus for high-value ones?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Emotional	Motivation	Self-Actual.	Anxiety/Reg	11: Meta	Identity Sync	Does your academic focus feel like an expression of your true self?	Agree to Disagree	Agree	Incline	Neutral	Disinc	Disagree	(+)	1.8	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Metacog	Meta-Strategy	Deep Cognitive Development	12: Core	Strategy Swap	Do you switch "mental gears" instantly when a task's nature changes?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Behavioral	Inhibition	Boredom Mastery	High-Impact	3: Impulse	Interest Creation	Can you make yourself deeply interested in a "dry" topic on command?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Synthesis	Cross-Linking	Deep Cognitive Development	9: Synthesis	Universal Logic	Can you explain a Physics concept using an Economic analogy?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	15-18	Mastery	C
Short attention Span	Mastery	Yes	Cognitive Development	Endurance	Longevity	Deep Cognitive Development	1: Duration	Infinite Loop	Can you maintain peak intellectual output for 6+ hours without "crashing"?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Behavioral	Exec Function	Organization	High-Impact	10: Exec	Abstract Mapping	Do you visualize your entire project as a 3D structure in your mind?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Sensory	Signal/Noise	Deep Cognitive Development	5: Sensory	Conscious Gating	Can you "choose" to hear only one person in a crowded room?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.4	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Emotional	Resilience	Stoic Clarity	Anxiety/Reg	11: Meta	Emotional Decoup.	Can you focus perfectly even if you are feeling personal sadness/anger?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Memory	Retention	Deep Cognitive Development	7: Memory	Permanent Store	Can you recall a complex diagram you saw once, weeks later?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	15-18	Mastery	C
Short attention Span	Mastery	Yes	Cognitive Development	Metacog	Monitoring	Deep Cognitive Development	12: Core	Meta-Vigilance	Do you notice a 1% drop in your own focus speed instantly?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Behavioral	Exec Function	Complexity	High-Impact	10: Exec	Parallel Streams	Can you listen to a lecture, take notes, and plan questions simultaneously?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Mastery	C
Short attention Span	Mastery	No	Cognitive Development	Processing	Accuracy	Deep Cognitive Development	8: Precision	Micro-Error Filt.	Do you spot logical inconsistencies in text as fast as you read them?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	15-18	Mastery	C
