concern_id,domain,concern_cluster,display_label,Concern Search,relevance_in_india,parent_anxiety_level,growth_trend,severity,capadex_priority,common_indian_context,primary_persona,contextual_modifier,concern_category,intelligence_layer,signal_cluster,assessment_dimension,root_cause_group,intervention_lens,capability_mapping,relational_bridge_tag,age_min,age_max,source_row_index
CONCERN_EMO_714,Communication & Expression,Weak Confidence in Negotiating Workload Boundaries,Negotiating Workload Boundaries,Managing workload limits,Medium,Medium,Rising,Medium,P2,Accepting excessive tasks silently,Early Career Professional,Workplace Assertiveness,Boundary Negotiation Weakness,Emotional Intelligence,Overcommitment Signals,Emotional Stability,Fear of Saying No,Communication Coaching,Assertiveness,COMMUNICATION_EXPRESSION,21,32,714
CONCERN_COM_715,Lifestyle & Pressure Environment,Difficulty Managing Emotional Exhaustion During Long Projects,Emotional Exhaustion During Long Projects,Project burnout,High,Medium,Rising,Medium,P2,Fatigue during extended delivery cycles,Early Career Professional,Wellness Recovery,Long Project Burnout,Wellness Intelligence,Exhaustion & Irritability Signals,Recovery Stability,Poor Energy Management,Wellness Coaching,Sustainable Delivery,LIFESTYLE_PRESSURE,21,32,715
CONCERN_LIF_716,Emotional Recovery,Weak Ability to Learn from Workplace Mistakes Strategically,Learn from Workplace Mistakes Strategically,Learning from work mistakes,Medium,Medium,Rising,Medium,P2,Repeating avoidable errors,Early Career Professional,Reflective Growth,Reflective Learning Weakness,Metacognitive Intelligence,Repeated Mistake Signals,Adaptive Improvement,Weak Reflective Habits,Reflection Coaching,Continuous Improvement,EMOTIONAL_RECOVERY,21,32,716
CONCERN_EMO_717,Academic & Cognitive Effectiveness,Difficulty Maintaining Focus in Distracting Corporate Environments,Focus in Distracting Corporate Environments,Focus in office distractions,Medium,Medium,Rising,Medium,P2,Open-office and notification overload,Early Career Professional,Cognitive Productivity,Workplace Attention Instability,Cognitive Intelligence,Focus Drift Signals,Productivity Stability,Constant Interruptions,Focus Coaching,Deep Work Readiness,ACADEMIC_COGNITIVE,21,32,717
CONCERN_ACA_718,Leadership & Ownership,Weak Confidence in Leading Small Responsibilities,Leading Small Responsibilities,Leading small projects,Medium,Medium,Rising,Medium,P2,Fear of taking ownership of mini-projects,Early Career Professional,Leadership Confidence,Small-Scale Leadership Anxiety,Emotional Intelligence,Self-Doubt Signals,Leadership Readiness,Fear of Failure,Leadership Coaching,Ownership Development,LEADERSHIP_OWNERSHIP,21,32,718
CONCERN_LEA_719,"Confidence, Self-Concept & Comparison",Difficulty Handling Peer Competition Emotionally,Peer Competition Emotionally,Stress from workplace competition,High,High,Rising,High,P1,"Comparing salaries, ratings, promotions",Early Career Professional,Emotional Stability,Peer Comparison Stress,Emotional Intelligence,Inferiority & Anxiety Signals,Confidence Stability,Competitive Workplace Culture,Emotional Coaching,Independent Self-Worth,CONFIDENCE_SELF,21,32,719
CONCERN_CON_720,Holistic Development,"Weak Holistic Alignment Between Learning, Performance, and Identity","Holistic Alignment Between Learning, Performance, and Identity",Learning and career alignment,Very High,Critical,Rising,Critical,P1,Professional growth causing emotional imbalance,Early Career Professional,Whole-Person Growth,Early Professional Identity Imbalance,Systems Intelligence,Fragmented Stability Signals,Holistic Professional Readiness,Unintegrated Growth Systems,Holistic Coaching,Sustainable Career Capability,HOLISTIC_DEVELOPMENT,21,32,720
CONCERN_HOL_721,Leadership & Ownership,Difficulty Managing Self-Doubt During Leadership Exposure,Self-Doubt During Leadership Exposure,Leadership confidence issues,Medium,Medium,Rising,Medium,P2,Fear during first leadership opportunities,Early Career Professional,Leadership Confidence,Leadership Exposure Anxiety,Emotional Intelligence,Hesitation & Self-Doubt Signals,Leadership Readiness,Fear of Visibility,Leadership Coaching,Emerging Leadership,LEADERSHIP_OWNERSHIP,21,32,721
CONCERN_LEA_722,Workplace Adaptation,Weak Ability to Balance Initiative with Organizational Hierarchy,Balance Initiative with Organizational Hierarchy,Taking initiative appropriately,Medium,Medium,Rising,Medium,P2,Confusion about when to take initiative,Early Career Professional,Organizational Navigation,Initiative-Hierarchy Imbalance,Strategic Intelligence,Misaligned Action Signals,Workplace Integration,Lack of Corporate Context,Workplace Coaching,Organizational Awareness,WORKPLACE_ADAPTATION,21,32,722
CONCERN_WOR_723,Emotional Regulation,Difficulty Managing Emotional Stress During Tight Delivery Cycles,Emotional Stress During Tight Delivery Cycles,Delivery pressure stress,High,Medium,Rising,Medium,P2,Sprint and delivery pressure in teams,Early Career Professional,Delivery Stability,Delivery Cycle Stress,Emotional Intelligence,Anxiety & Exhaustion Signals,Execution Stability,High Performance Expectations,Emotional Coaching,Pressure Handling,EMOTIONAL_REGULATION,21,32,723
CONCERN_EMO_724,Communication & Expression,Weak Confidence in Contributing During Brainstorming Sessions,Contributing During Brainstorming Sessions,Speaking up during brainstorming,Medium,Medium,Rising,Medium,P2,Hesitation sharing ideas in groups,Early Career Professional,Collaborative Communication,Brainstorming Participation Anxiety,Emotional Intelligence,Silence & Withdrawal Signals,Team Collaboration,Fear of Judgment,Communication Coaching,Idea Contribution,COMMUNICATION_EXPRESSION,21,32,724
CONCERN_COM_725,Workplace Adaptation,Difficulty Understanding Unwritten Workplace Expectations,Understanding Unwritten Workplace Expectations,Unwritten workplace rules,Medium,Medium,Rising,Medium,P2,Hidden norms not formally communicated,Early Career Professional,Organizational Awareness,Unwritten Rule Confusion,Social Intelligence,Misalignment Signals,Workplace Integration,Limited Corporate Exposure,Workplace Coaching,Cultural Adaptability,WORKPLACE_ADAPTATION,21,32,725
CONCERN_WOR_726,"Discipline, Habits & Consistency",Weak Ability to Build Long-Term Professional Discipline,Build Long-Term Professional Discipline,Long-term work discipline,High,Medium,Rising,Medium,P2,Difficulty sustaining structured routines,Early Career Professional,Productivity Stability,Professional Discipline Weakness,Habit Intelligence,Inconsistent Output Signals,Workplace Reliability,Weak Habit Anchors,Discipline Coaching,Professional Consistency,DISCIPLINE_HABITS,21,32,726
CONCERN_DIS_727,"Confidence, Self-Concept & Comparison",Difficulty Handling Emotional Reactions to Workplace Comparison,Emotional Reactions to Workplace Comparison,Workplace comparison stress,High,High,Rising,High,P1,Comparing performance with peers,Early Career Professional,Emotional Stability,Professional Comparison Anxiety,Emotional Intelligence,Inferiority & Stress Signals,Confidence Stability,Competitive Workplace Culture,Emotional Coaching,Internal Confidence,CONFIDENCE_SELF,21,32,727
CONCERN_CON_728,Career Growth,Weak Confidence in Building Workplace Credibility with Seniors,Building Workplace Credibility with Seniors,Gain trust from senior leaders,Medium,Medium,Rising,Medium,P2,Feeling inexperienced around senior professionals,Early Career Professional,Professional Presence,Senior Credibility Anxiety,Emotional Intelligence,Hesitation & Self-Doubt Signals,Professional Positioning,Limited Experience Confidence,Confidence Coaching,Workplace Credibility,CAREER_GROWTH,21,32,728
CONCERN_CAR_729,Academic & Cognitive Effectiveness,Difficulty Managing Cognitive Overload During Learning Curves,Cognitive Overload During Learning Curves,Learning overload,High,Medium,Rising,Medium,P2,"Simultaneously learning tools, processes, and culture",Early Career Professional,Cognitive Adaptation,Workplace Cognitive Overload,Cognitive Intelligence,Mental Fatigue Signals,Learning Stability,Excessive New Information,Cognitive Coaching,Learning Agility,ACADEMIC_COGNITIVE,21,32,729
CONCERN_ACA_730,Social & Emotional Intelligence,Weak Ability to Build Strategic Workplace Relationships,Build Strategic Workplace Relationships,Strategic workplace networking,Medium,Medium,Rising,Medium,P2,Networking only transactionally,Early Career Professional,Relationship Building,Strategic Relationship Weakness,Social Intelligence,Low Connectivity Signals,Workplace Collaboration,Limited Networking Skills,Networking Coaching,Professional Relationship Management,SOCIAL_EMOTIONAL,21,32,730
CONCERN_SOC_731,Emotional Regulation,Difficulty Managing Workplace Anxiety Before Meetings,Workplace Anxiety Before Meetings,Meeting anxiety,Medium,Medium,Rising,Medium,P2,Nervousness before reviews and discussions,Early Career Professional,Communication Stability,Meeting Anxiety,Emotional Intelligence,Panic & Overthinking Signals,Emotional Stability,Fear of Evaluation,Emotional Coaching,Professional Calmness,EMOTIONAL_REGULATION,21,32,731
CONCERN_EMO_732,Leadership & Ownership,Weak Ability to Build Ownership Beyond Assigned Tasks,Build Ownership Beyond Assigned Tasks,Going beyond assigned work,Medium,Medium,Rising,Medium,P2,Doing only minimum required responsibilities,Early Career Professional,Ownership Development,Limited Ownership Mindset,Ownership Intelligence,Passive Contribution Signals,Leadership Potential,Transactional Work Orientation,Ownership Coaching,Initiative Taking,LEADERSHIP_OWNERSHIP,21,32,732
CONCERN_LEA_733,Emotional Recovery,Difficulty Maintaining Emotional Balance During Workplace Mistakes,Emotional Balance During Workplace Mistakes,Staying calm after mistakes,Medium,Medium,Rising,Medium,P2,Overreacting to small professional errors,Early Career Professional,Recovery Stability,Error-Induced Emotional Instability,Emotional Intelligence,Shame & Stress Signals,Emotional Stability,Fear of Failure,Recovery Coaching,Emotional Resilience,EMOTIONAL_RECOVERY,21,32,733
CONCERN_EMO_734,Collaboration & Ownership,Weak Confidence in Cross-Team Collaboration,Cross-Team Collaboration,Working across teams,Medium,Medium,Rising,Medium,P2,Hesitation coordinating outside immediate team,Early Career Professional,Team Coordination,Cross-Team Interaction Anxiety,Social Intelligence,Communication Hesitation Signals,Collaboration Readiness,Low Organizational Exposure,Collaboration Coaching,Cross-Functional Coordination,COLLABORATION_OWNERSHIP,21,32,734
CONCERN_COL_735,"Motivation, Values & Responsibility",Difficulty Managing Motivation During Slow Workplace Recognition,Motivation During Slow Workplace Recognition,Lack of recognition motivation,Medium,Medium,Rising,Medium,P2,Effort not immediately rewarded,Early Career Professional,Motivation Stability,Delayed Recognition Frustration,Motivational Intelligence,Engagement Decline Signals,Persistence Stability,External Validation Dependence,Motivation Coaching,Long-Term Persistence,MOTIVATION_VALUES,21,32,735
CONCERN_MOT_736,Workplace Adaptation,Weak Ability to Handle Workplace Independence Without Overthinking,Handle Workplace Independence Without Overthinking,Independent work confidence,Medium,Medium,Rising,Medium,P2,Fear of making independent decisions,Early Career Professional,Adaptability Confidence,Independent Execution Anxiety,Emotional Intelligence,Hesitation & Delay Signals,Workplace Reliability,Fear of Mistakes,Confidence Coaching,Autonomous Execution,WORKPLACE_ADAPTATION,21,32,736
CONCERN_WOR_737,Academic Identity & Meaning,Difficulty Balancing Professionalism with Authentic Personality,Balancing Professionalism with Authentic Personality,Be professional and authentic,Medium,Medium,Rising,Medium,P2,Feeling artificial in workplace settings,Early Career Professional,Identity Integration,Professional Identity Conflict,Identity Intelligence,Internal Conflict Signals,Workplace Integration,Identity Adjustment Pressure,Identity Coaching,Authentic Professionalism,ACADEMIC_IDENTITY,21,32,737
CONCERN_ACA_738,Strategic Preparation,Weak Ability to Understand Organizational Goals Beyond Tasks,Understand Organizational Goals Beyond Tasks,Understanding company goals,Medium,Medium,Rising,Medium,P2,Limited understanding of business priorities,Early Career Professional,Business Awareness,Organizational Vision Awareness Deficit,Strategic Intelligence,Narrow Execution Signals,Strategic Readiness,Task-Oriented Conditioning,Business Coaching,Strategic Awareness,STRATEGIC_PREPARATION,21,32,738
CONCERN_STR_739,Emotional Regulation,Difficulty Handling Emotional Pressure During High Visibility Assignments,Emotional Pressure During High Visibility Assignments,Stress in important projects,Medium,Medium,Rising,Medium,P2,Anxiety during leadership-facing projects,Early Career Professional,Performance Confidence,Visibility Pressure Anxiety,Emotional Intelligence,Panic & Overthinking Signals,Confidence Stability,Fear of Public Failure,Emotional Coaching,High-Stakes Execution,EMOTIONAL_REGULATION,21,32,739
CONCERN_EMO_740,"Confidence, Self-Concept & Comparison",Weak Confidence in Long-Term Leadership Potential,Long-Term Leadership Potential,Leadership growth potential,Medium,Medium,Rising,Medium,P2,Doubting managerial capability,Early Career Professional,Leadership Confidence,Leadership Self-Belief Deficit,Emotional Intelligence,Limiting Belief Signals,Growth Stability,Lack of Role Models,Confidence Coaching,Leadership Potential,CONFIDENCE_SELF,21,32,740
CONCERN_CON_741,Competency Development,Difficulty Managing Emotional Fatigue from Workplace Learning Expectations,Emotional Fatigue from Workplace Learning Expectations,Pressure to keep learning,High,Medium,Rising,Medium,P2,Pressure to constantly learn and adapt,Early Career Professional,Learning Sustainability,Workplace Learning Burnout,Wellness Intelligence,Exhaustion & Disengagement Signals,Growth Stability,Continuous Upskilling Pressure,Wellness Coaching,Sustainable Learning,COMPETENCY_DEVELOPMENT,21,32,741
